question,answer,Difficult,prompt,label
หากเจ้าของที่ดินไม่อนุญาตให้ผ่านทาง ควรหาทางออกอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากเจ้าของที่ดินไม่อนุญาตให้ผ่านทาง ควรหาทางออกอย่างไร?,1
ถ้ามีคนบุกรุกเข้ามาในที่ดินแล้วไม่ยอมออก ต้องทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนบุกรุกเข้ามาในที่ดินแล้วไม่ยอมออก ต้องทำอย่างไร?,1
หากบ้านเช่าไม่มีการดูแลจากเจ้าของ ผู้เช่าจะทำอะไรได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากบ้านเช่าไม่มีการดูแลจากเจ้าของ ผู้เช่าจะทำอะไรได้บ้าง?,1
การแบ่งที่ดินระหว่างพี่น้องควรทำอย่างไรให้เป็นธรรม?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การแบ่งที่ดินระหว่างพี่น้องควรทำอย่างไรให้เป็นธรรม?,1
ถ้าคนหนึ่งปลูกบ้านบนที่ของอีกคนโดยไม่บอก จะเกิดอะไรขึ้น?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าคนหนึ่งปลูกบ้านบนที่ของอีกคนโดยไม่บอก จะเกิดอะไรขึ้น?,1
ถ้ามีปัญหาด้านเสียงรบกวนจากบ้านข้างเคียง ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีปัญหาด้านเสียงรบกวนจากบ้านข้างเคียง ควรจัดการอย่างไร?,1
ถ้าเพื่อนบ้านล้อมรั้วกีดขวางทางเข้าออก จะมีทางแก้ไขอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าเพื่อนบ้านล้อมรั้วกีดขวางทางเข้าออก จะมีทางแก้ไขอย่างไร?,1
หากการก่อสร้างบ้านทำให้เพื่อนบ้านเดือดร้อน ควรรับผิดชอบอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากการก่อสร้างบ้านทำให้เพื่อนบ้านเดือดร้อน ควรรับผิดชอบอย่างไร?,1
การต่อเติมบ้านโดยไม่บอกใครจะเกิดผลกระทบอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การต่อเติมบ้านโดยไม่บอกใครจะเกิดผลกระทบอะไร?,1
หากบ้านทรุดตัวเพราะคนข้างบ้านถมดิน ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากบ้านทรุดตัวเพราะคนข้างบ้านถมดิน ควรทำอย่างไร?,1
หากซื้อที่ดินแล้วพบว่าไม่สามารถใช้ประโยชน์ได้ ควรทำอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากซื้อที่ดินแล้วพบว่าไม่สามารถใช้ประโยชน์ได้ ควรทำอะไร?,1
ถ้ามีคนอาศัยอยู่บนที่ของเราโดยไม่จ่ายอะไรเลยนานหลายปี ควรจัดการอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนอาศัยอยู่บนที่ของเราโดยไม่จ่ายอะไรเลยนานหลายปี ควรจัดการอย่างไร?,1
หากสัญญาเช่าบ้านไม่ระบุเวลา จะมีผลอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากสัญญาเช่าบ้านไม่ระบุเวลา จะมีผลอย่างไร?,1
ถ้ามีคนใช้ภาพของเราโดยไม่ขออนุญาต ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนใช้ภาพของเราโดยไม่ขออนุญาต ควรทำอย่างไร?,1
การแอบอ้างชื่อในโลกออนไลน์ส่งผลอย่างไรต่อเจ้าของตัวจริง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การแอบอ้างชื่อในโลกออนไลน์ส่งผลอย่างไรต่อเจ้าของตัวจริง?,1
หากมีคนส่งข้อความข่มขู่ทางมือถือ เราควรตอบสนองอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีคนส่งข้อความข่มขู่ทางมือถือ เราควรตอบสนองอย่างไร?,1
ถ้าแอปพลิเคชันเปิดเผยข้อมูลโดยไม่ได้รับอนุญาต ถือว่าสมควรหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้าแอปพลิเคชันเปิดเผยข้อมูลโดยไม่ได้รับอนุญาต ถือว่าสมควรหรือไม่?,1
ถ้ามีคนเผยแพร่คลิปส่วนตัวโดยไม่ได้รับอนุญาต ควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนเผยแพร่คลิปส่วนตัวโดยไม่ได้รับอนุญาต ควรทำอย่างไร?,1
การบันทึกเสียงโดยไม่ได้รับอนุญาตถือว่าเหมาะสมหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การบันทึกเสียงโดยไม่ได้รับอนุญาตถือว่าเหมาะสมหรือไม่?,1
ถ้ามีคนใช้บัญชีธนาคารของเราโดยไม่บอก ถือว่าผิดหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ถ้ามีคนใช้บัญชีธนาคารของเราโดยไม่บอก ถือว่าผิดหรือไม่?,1
หากเพื่อนแอบดูรหัสผ่านโดยไม่ได้รับอนุญาต จะมีผลอะไรตามมา?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากเพื่อนแอบดูรหัสผ่านโดยไม่ได้รับอนุญาต จะมีผลอะไรตามมา?,1
การส่งข้อมูลเท็จบนอินเทอร์เน็ตส่งผลต่อสังคมอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การส่งข้อมูลเท็จบนอินเทอร์เน็ตส่งผลต่อสังคมอย่างไร?,1
หากมีคนเจาะระบบคอมพิวเตอร์ของเรา จะเกิดอะไรขึ้น?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีคนเจาะระบบคอมพิวเตอร์ของเรา จะเกิดอะไรขึ้น?,1
การทำสิ่งที่ส่งผลกระทบต่อผู้อื่นโดยไม่ไตร่ตรองเป็นเรื่องที่ควรยอมรับหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การทำสิ่งที่ส่งผลกระทบต่อผู้อื่นโดยไม่ไตร่ตรองเป็นเรื่องที่ควรยอมรับหรือไม่?,1
การแก้ปัญหาความขัดแย้งในชุมชนควรใช้แนวทางแบบใด?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การแก้ปัญหาความขัดแย้งในชุมชนควรใช้แนวทางแบบใด?,1
ความยุติธรรมหมายถึงอะไรในมุมมองของแต่ละคน?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,ความยุติธรรมหมายถึงอะไรในมุมมองของแต่ละคน?,1
การลงโทษที่ไม่เหมาะสมอาจทำให้เกิดอะไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การลงโทษที่ไม่เหมาะสมอาจทำให้เกิดอะไร?,1
การใช้เส้นสายเพื่อให้ได้สิ่งที่ไม่ควรได้ถือว่าเหมาะสมหรือไม่?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การใช้เส้นสายเพื่อให้ได้สิ่งที่ไม่ควรได้ถือว่าเหมาะสมหรือไม่?,1
หากมีเด็กถูกทำร้ายในครอบครัว คนรอบข้างควรทำอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากมีเด็กถูกทำร้ายในครอบครัว คนรอบข้างควรทำอย่างไร?,1
การฟ้องร้องโดยไม่มีมูลความจริงสามารถทำให้ใครเดือดร้อนได้บ้าง?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การฟ้องร้องโดยไม่มีมูลความจริงสามารถทำให้ใครเดือดร้อนได้บ้าง?,1
การให้สินบนเพื่อให้ได้เปรียบในทางใดทางหนึ่งถือว่าเป็นอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การให้สินบนเพื่อให้ได้เปรียบในทางใดทางหนึ่งถือว่าเป็นอย่างไร?,1
การเลือกปฏิบัติระหว่างคนสองคนในสถานการณ์เดียวกันควรถูกมองอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,การเลือกปฏิบัติระหว่างคนสองคนในสถานการณ์เดียวกันควรถูกมองอย่างไร?,1
หากผู้นำใช้ตำแหน่งเพื่อแสวงหาประโยชน์ส่วนตัวจะส่งผลต่อสังคมอย่างไร?,คำถามนี้เกี่ยวข้องกับกฎหมาย,Hard,หากผู้นำใช้ตำแหน่งเพื่อแสวงหาประโยชน์ส่วนตัวจะส่งผลต่อสังคมอย่างไร?,1
